Flag,Avg Min between sent tnx Grouped,Avg min between received tnx Grouped,Time Diff between first and last (Hours) Grouped,Sent tnx Grouped,Received Tnx Grouped,Number of Created Contracts Grouped,Unique Received From Addresses Grouped,Unique Sent To Addresses Grouped,min value received Grouped,max value received Grouped,avg val received Grouped,min val sent Grouped,max val sent Grouped
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,0to1,0to1,4to10,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,1000.01 to 5000,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,1.01 to 100,21to100,11to10000,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
1,0to100,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,11to10000,0to0.01,100.000001 to 800000,2.000001to10,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
1,0to100,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
1,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
1,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,0to100,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
1,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.200001 to 1,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,0to100,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
1,101to1000,100.01 to 1000,0to1,0to3,11to100,0to1,2to10,2to10,0to0.01,0to3,0to2,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,0to100,0to1,0to1,4to10,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
1,0to100,1000.01 to 5000,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0to0.01,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,100.000001to520000
0,0to100,1000.01 to 5000,2to20,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,0to2,0to0.01,100.000001to520000
0,101to1000,1.01 to 100,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,0to100,5000.01 to 500000,21to100,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
1,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,101to1000,0to1,0to1,0to3,0to3,0to1,0to1,2to10,10.0001 to 10000,100.000001 to 800000,10.000001 to 285000,0.010001 to 0.2,100.000001to520000
0,0to100,0to1,0to1,0to3,0to3,0to1,2to10,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,0to0.01,100.000001to520000
